tb_asrai_deepgrove_desc;Deep in the forests of the Athel-Loren lie many ancient glades, formed centuries before the High Elves of Ulthuan arrived in the forest. These glades are highly sacred to the Asrai, and each is jealously guarded by their protectors, for each is a conduit for the forest itself.;;;;;;;;;x
tb_treekin_moot_1;Treekin Moot;;;;;;;;;x
tb_treekin_moot_2;Treekin Moot;;;;;;;;;x
tb_treekin_moot_3;Treekin Moot;;;;;;;;;x
tb_treekin_moot_4;Treekin Moot;;;;;;;;;x
tb_treekin_moot_5;Treekin Moot;;;;;;;;;x
tb_treekin_moot_desc;Every Asrai city has a specific quarter dedicated to the forest spirits of Athel-Loren. From these quarters, the Treekin and Treemen are kept. Treekin, and Treemen, are long dead Asrai that have willingly taken control of a form gifted to them from the forest itself. When the Wild Hunt is called, these spirits are roused to the hunt, and are fightening foes to face on the battlefield.;;;;;;;;;x
tp_asraiwall_q_1;Woodland Wards;;;;;;;;;x
tp_asraiwall_q_2;Woodland Wards;;;;;;;;;x
tp_asraiwall_q_3;Woodland Wards;;;;;;;;;x
tp_asraiwall_q_4;Woodland Wards;;;;;;;;;x
tp_asraiwall_q_5;Woodland Wards;;;;;;;;;x
tp_asraiwall_q_1_desc;The great temples of the Asrai are heavily defended places, in part thanks to the spellsingers, whom place wards upon the very bark that make up the building materials of the temple structures that defend these sacred lands.;;;;;;;;;x
tp_asraiwall_1;Aspect of Seclusion;;;;;;;;;x
tp_asraiwall_2;Aspect of Seclusion;;;;;;;;;x
tp_asraiwall_3;Aspect of Seclusion;;;;;;;;;x
tp_asraiwall_4;Aspect of Seclusion;;;;;;;;;x
tp_asraiwall_5;Aspect of Seclusion;;;;;;;;;x
tp_asraiwall_1_desc;Asrai Temples do not have walls that surround their holy places. Instead, various aspects are placed around the parameter of the temple, the most common being those of seclusion, which maskes the temple grounds from outsiders, making it difficult to find the temple in the dark forests of Athel-Loren.;;;;;;;;;x
tp_elderlygrove_1;Elder Grove;;;;;;;;;x
tp_elderlygrove_2;Elder Grove;;;;;;;;;x
tp_elderlygrove_3;Elder Grove;;;;;;;;;x
tp_elderlygrove_4;Elder Grove;;;;;;;;;x
tp_elderlygrove_5;Elder Grove;;;;;;;;;x
tp_elderlygrove_6;Elder Grove;;;;;;;;;x
tp_elderlygrove_1_desc;At the heart of every Asrai temple lies an Elder Grove, an ancient gathering place that is as old as Athel-Loren itself. A conduit for the forest itself, these places are considered sacred by the Asrai, and are defended jealously by the spellsingers, whom can commune with the great forest.;;;;;;;;;x
tp_warriorsglade_1;Warrior's Glade;;;;;;;;;x
tp_warriorsglade_2;Warrior's Glade;;;;;;;;;x
tp_warriorsglade_3;Warrior's Glade;;;;;;;;;x
tp_warriorsglade_4;Warrior's Glade;;;;;;;;;x
tp_warriorsglade_5;Warrior's Glade;;;;;;;;;x
tp_warriorsglade_6;Warrior's Glade;;;;;;;;;x
tp_warriorsglade_1_desc;Each temple holds host to a large contigent of warriors and bodyguards whos purpose most of the time is the defense of the temple grounds. But in times of war or during a Wild Hunt, these warriors are fielded into warhosts and help bolster the Gladeguard's numbers.;;;;;;;;;x
tp_wildwood_horsemen_1;Wildwood Horsemen;;;;;;;;;x
tp_wildwood_horsemen_2;Wildwood Horsemen;;;;;;;;;x
tp_wildwood_horsemen_3;Wildwood Horsemen;;;;;;;;;x
tp_wildwood_horsemen_4;Wildwood Horsemen;;;;;;;;;x
tp_wildwood_horsemen_5;Wildwood Horsemen;;;;;;;;;x
tp_wildwood_horsemen_6;Wildwood Horsemen;;;;;;;;;x
tp_wildwood_horsemen_1_desc;While Athel-Loren is completely forested, the various temples spread around the great forest have vast clearings designed to house and support cavalry regiments for the Asrai. Swift and deadly riders, they form the avante-guarde of any warhost, harassing and chasing down invaders that dare to stand against them.;;;;;;;;;x
tp_asraitown_1;Asrai Underground City;;;;;;;;;x
tp_asraitown_2;Asrai Underground City;;;;;;;;;x
tp_asraitown_3;Asrai Underground City;;;;;;;;;x
tp_asraitown_4;Asrai Underground City;;;;;;;;;x
tp_asraitown_5;Asrai Underground City;;;;;;;;;x
tp_asraitown_6;Asrai Underground City;;;;;;;;;x
tp_asraitown_1_desc;Due to how highly regarded the temples of Athel-Loren are, many Asrai travel and stay at the temples, for one reason or another. Most stay for spirtual reasons, for the temple grounds are elder, and are said to be conduits for the forest itself, so that it may more easily communicate with those that live in its borders.;;;;;;;;;x
tp_spellsinger_treehouse_1;Spellsinger Quarters;;;;;;;;;x
tp_spellsinger_treehouse_2;Spellsinger Quarters;;;;;;;;;x
tp_spellsinger_treehouse_1_desc;The spellsingers are the magic users of the Asrai, and also give voice to the great forest itself. They are able to speak to the forest, and can shape it's woods to suit the needs of the Asrai, whether it be for housing, or weapons and armor, or even to rouse the forest spirits to war.;;;;;;;;;x
tp_spiritofforest_1;Spirit of the Forest;;;;;;;;;x
tp_spiritofforest_1_desc;Every temple is the center conduit for the forest of Athel-Loren, where it's will is more easy to manifest and interpret. Each temple is precious, and there are very few in the forest itself, so each is heavily guarded by an elite contigent of Wildwood and Deepwood scouts, which can serve as an elite core during the hunt or war-times.;;;;;;;;;x
#
# BRETONNIAN UNIQUE BUILDINGS/WONDERS
#
wonder_couronne;Couronne;;;;;;;;;x
wonder_couronne_desc;The traditional capital of Bretonnia, Couronne is a large sprawling city heavily protected by a formidable series of bastions and towers spread out over the high walls. At the centre of the city lies the king's palace, a large citadel which allows the monarch to observe the lowly peasants beneath them from a safe distance. The city of Couronne also stands out for being one of the few clean cities in Bretonnia, something it owes to the great temple of Shallya and to the natural springs which can be found throughout the city.It is commonly said that the people of Couronne are born in the saddle, an exaggeration but one that holds some element of truth as the Couronnians are famed throughout the land as experts on equine matters. Other Bretonnians would call them obsessed with horses but even they cannot question the fine skill of Couronnian horsemen.;;;;;;;;;x
wonder_languille;L'Anguille;;;;;;;;;x
wonder_languille_desc;First established by the High Elves as a trading port, the city of L'Anguille is truly one of the wonders of the Old World and still one of the main trading ports. The most obvious landmark in the city is that of the three-hundred feet tall lighthouse and the high walls that extend from it to surround the city. Both walls and lighthouse were constructed by the Elves and so bear the familiar signs of their fine craftsmanship which stands in stark contrast to the more recent and human built buildings within the walls. The oldest of the buildings inside the walls is castle itself which is located on a small island in the middle of the harbour, commanding the entire bay with its impressive defences.;;;;;;;;;x
wonder_brionne;Brionne;;;;;;;;;x
wonder_brionne_desc;Much like the other cities in the dukedom, Brionne is a city based around beauty rather than practicality. Nevertheless, the castle at the heart of the city remains a surprisingly well-defended fortress despite its beautiful exterior. The entire city is set upon a hilly peninsula that is only joint to the mainland through a narrow and easily defended neck, the land around forming a natural harbour. Due to the regions strategic position, the Dukes of Brionne are tasked with maintaining a fleet of warships to patrol the southern coast from whomever would disturb the realm.;;;;;;;;;x
wonder_lyonesse;Castle Lyonesse;;;;;;;;;x
wonder_lyonesse_desc;Castle Lyonesse is located on the north-west coast of Bretonnia, built upon a large island just off the mainland. As a result of this naturally defensive position, the castle is heavily fortified both by its natural defenses and those established by the Duke such as the huge keep at the peak of the island. At the high tide it is possible for small boats to sail right up into the outer courtyards whilst at low tide the sea sweeps back revealing ruins on the sea bed, thus any invading army must time their attack to avoid being stuck in either the high or low tides.;;;;;;;;;x
wonder_bordeleaux;Bordeleaux;;;;;;;;;x
wonder_bordeleaux_desc;The bustling port of Bordeleaux holds much in common with many of the other major ports in Bretonnia being built off of ancient Elven ruins from the time long ago where they lorded over this land. The mighty castle of the Duke rests atop a cliff that rises over the main harbour, the countless siege weapons on its walls being able to reach any point in the city and the bay. Over the years, Bordeleaux has found itself in an ongoing commercial rivalry between itself and the great northern port of L'Anguille, a rivalry that Bordeleaux has always been on the losing end of.;;;;;;;;;x,
wonder_montfort;Montfort;;;;;;;;;x
wonder_montfort_desc;The castle and town of Montfort are located on the Bretonnian side of the Axe Bite Pass, a crucial defensive location against both greenskins attacking from the grey mountains as well as the Empire, a realm with whom Bretonnia has been at war with just as much as they have allied with. Due to this strategic location, Montfort Castle is one of the best human constructed fortification in the Old World. Spreading out from the massive keep are five tiers of giant sixty feet walls which have been firmly constructed into the rock itself, protecting the large town of Montfort from any hostile invaders. Naturally the Bretonnians here have decided that their hard work has earned them the right to exact heavy tolls on merchants or any other traveller that braves the dangerous but utterly important pass. Ironically and in a true Bretonnian fashion, this also includes the towns own citizens who pay much in order to gain access to the inner sections of Montfort.;;;;;;;;;x
wonder_parravon;Parravon;;;;;;;;;x
wonder_parravon_desc;The impressive Bretonnian city of Parravon has been carved directly into the living rock from an outcrop of the Grey Mountains. Castle Parravon dominates the stunning city below from its high vantage point at the peak of the outcrop, tunnels stretching far down into the heart of the mountain further increasing its defensive capabilities. Parravon is also famous for its Pegasus Knights as the noble creatures themselves can be found in the nearby section of the Grey Mountains more so than anywhere else in Bretonnia.;;;;;;;;;x
wonder_artois;Artois;;;;;;;;;x
wonder_artois_desc;Built in the midst of the beastmen infested Forest of Arden, Castle Artois is a well-fortified keep that has withstood its share of battles. The castle's real focus however is around providing safe accommodation for the Duke and his many mounted warriors, yeoman and knights alike, who ride out on endless hunts against the beastmen of the forest.;;;;;;;;;x
wonder_gisoreux;Gisoreux;;;;;;;;;x
wonder_gisoreux_desc;The city of Gisoreux is a bustling city filled with merchants and travellers from all across the Old World with it even being said that there are more Imperial traders in Gisoreux than any other city in Bretonnia. The massive bulk of Castle Gisoreux dominates the entire city, a single curtain wall runs for well over a mile long, enclosing two large keeps that provide accommodation and protection for many of the local dignitaries.;;;;;;;;;x
wonder_quenelles;Quenelles;;;;;;;;;x
wonder_quenelles_desc;Quenelles is one of the few significant inland settlements in Bretonnia. The unusual town has no eastern wall, trusting to the Fay inhabitants of the Forest of Loren to guard that flank. A steady stream of pilgrims visit in the hopes of sighting the town's guardians, though other visitors are more taken by the region's excellent wines.;;;;;;;;;x
ca_antoch;Antoch;;;;;;;;;x
ca_antoch_desc;The mighty city and fortress of Antoch was founded at the conclusion of the Crusades when the victorious Old Worlders vanquished the evil and perverted Sultan Jaffar. Disgusted at the evil that they found in Araby, the victorious knights tore down idols, burned whole libraries of dangerous books, and eventually retreated to the untainted lands of Bretonnia and the Lady of the Lake. However, some knights, driven into a frenzy of righteousness by the black-hearted evil and sickening decadence of the Arabyans, decided to remain and build a mighty fortress of virtue that would stand forever against the resurgence of darkness in the lands of Araby.;;;;;;;;;x
#
# BRETONNIAN BUILDINGS
#
ca_peasant_bows_1;Archery Range;;;;;;;;;x
ca_peasant_bows_2;Archery Range;;;;;;;;;x
ca_peasant_bows_3;Archery Range;;;;;;;;;x
ca_peasant_bows_4;Archery Range;;;;;;;;;x
ca_peasant_bows_1_desc;In Bretonnia, it is considered below the nobility to practice archery, so this duty is thrust upon the peasantry to provide ranged support for their lieges. Wielding longbows and daggers, they are easily able to out-range most short bowed archers, and deliver enough force from their arrows to piece plate mail.;;;;;;;;;x
ca_menatarms_1;Men-at-Arms Muster;;;;;;;;;x
ca_menatarms_2;Men-at-Arms Muster;;;;;;;;;x
ca_menatarms_3;Men-at-Arms Muster;;;;;;;;;x
ca_menatarms_4;Men-at-Arms Muster;;;;;;;;;x
ca_menatarms_5;Men-at-Arms Muster;;;;;;;;;x
ca_menatarms_6;Men-at-Arms Muster;;;;;;;;;x
ca_menatarms_1_desc;Men-at-Arms are a Bretonnian noblemen's main foot soldiery, lightly armored, and armed with spears and swords, they are just a step above mere peasant rabble.;;;;;;;;;x
ca_bretonnian_knights_1;Livery;;;;;;;;;x
ca_bretonnian_knights_2;Livery;;;;;;;;;x
ca_bretonnian_knights_3;Livery;;;;;;;;;x
ca_bretonnian_knights_4;Livery;;;;;;;;;x
ca_bretonnian_knights_5;Livery;;;;;;;;;x
ca_bretonnian_knights_6;Livery;;;;;;;;;x
ca_bretonnian_knights_1_desc;It says much about a nation where the horses of its nobles live in far more luxury than most of the populace. Of course, most peasants do not have to ride to war in heavy barding or face the terrors that the Knights of the Realm do when in battle. Perhaps, therefore, if given the choice a peasant wouldn't swap his lot with that of a horse. A strange quandary, admittedly, but one that has been asked during many a tavern chatter.;;;;;;;;;x
ca_grail_knights_1;Grail Shrine;;;;;;;;;x
ca_grail_knights_2;Grail Chapel;;;;;;;;;x
